"teryt";"nazwa";"razem";"m";"k";"razem_przed";"m_przed";"k_przed";"razem_prod";"m_prod";"k_prod";"razem_po";"m_po";"k_po";"powierzchnia";"typ"
"2604092";"Masłów (2)";11786;5910;5876;2446;1244;1202;7270;3955;3315;2070;711;1359;86;" (2)"
"2604102";"Miedziana Góra (2)";12402;6136;6266;2613;1327;1286;7540;4015;3525;2249;794;1455;71;" (2)"
"2604112";"Mniów (2)";9156;4508;4648;1783;892;891;5653;3031;2622;1720;585;1135;95;" (2)"
"2604123";"Morawica (3)";17508;8840;8668;3904;2058;1846;10701;5740;4961;2903;1042;1861;140;" (3)"
"2604133";"Nowa Słupia (3)";9061;4462;4599;1573;788;785;5337;2920;2417;2151;754;1397;86;" (3)"
"2604142";"Piekoszów (2)";16783;8218;8565;3422;1700;1722;10449;5555;4894;2912;963;1949;103;" (2)"
"2604153";"Pierzchnica (3)";4776;2392;2384;901;464;437;2797;1552;1245;1078;376;702;105;" (3)"
"2604162";"Raków (2)";5350;2682;2668;921;478;443;3138;1756;1382;1291;448;843;191;" (2)"
"2604172";"Nowiny (2)";7929;3929;4000;1573;814;759;4788;2581;2207;1568;534;1034;46;" (2)"
"2604182";"Strawczyn (2)";11027;5525;5502;2407;1227;1180;6834;3681;3153;1786;617;1169;86;" (2)"
"2604192";"Zagnańsk (2)";12380;6079;6301;2134;1117;1017;7355;3982;3373;2891;980;1911;125;" (2)"
"2605012";"Fałków (2)";4041;2028;2013;664;353;311;2260;1279;981;1117;396;721;132;" (2)"
"2605022";"Gowarczów (2)";4463;2229;2234;798;394;404;2651;1472;1179;1014;363;651;101;" (2)"
"2605033";"Końskie (3)";33204;16050;17154;5185;2625;2560;19076;10367;8709;8943;3058;5885;250;" (3)"
"2605043";"Radoszyce (3)";8307;4174;4133;1539;790;749;4898;2740;2158;1870;644;1226;146;" (3)"
"2605052";"Ruda Maleniecka (2)";2908;1451;1457;467;241;226;1657;935;722;784;275;509;110;" (2)"
"2605062";"Słupia Konecka (2)";3064;1598;1466;495;264;231;1826;1050;776;743;284;459;106;" (2)"
"2605072";"Smyków (2)";3688;1845;1843;727;358;369;2237;1227;1010;724;260;464;62;" (2)"
"2605083";"Stąporków (3)";15721;7713;8008;2231;1173;1058;8853;4996;3857;4637;1544;3093;232;" (3)"
"2606012";"Baćkowice (2)";4637;2354;2283;849;443;406;2774;1546;1228;1014;365;649;96;" (2)"
"2606022";"Iwaniska (2)";6208;3171;3037;1137;562;575;3758;2119;1639;1313;490;823;105;" (2)"
"2606032";"Lipnik (2)";4923;2499;2424;816;436;380;2929;1609;1320;1178;454;724;81;" (2)"
"2606043";"Opatów (3)";11009;5300;5709;1672;855;817;6316;3409;2907;3021;1036;1985;114;" (3)"
"2606053";"Ożarów (3)";10323;5073;5250;1716;896;820;5987;3244;2743;2620;933;1687;183;" (3)"
"2606062";"Sadowie (2)";3814;1862;1952;635;320;315;2214;1189;1025;965;353;612;82;" (2)"
"2606072";"Tarłów (2)";4723;2342;2381;698;376;322;2761;1515;1246;1264;451;813;164;" (2)"
"2606082";"Wojciechowice (2)";3833;1917;1916;648;347;301;2223;1219;1004;962;351;611;86;" (2)"
"2607011";"Ostrowiec Świętokrzyski (1)";63932;30006;33926;9275;4827;4448;35314;18826;16488;19343;6353;12990;46;" (1)"
"2607022";"Bałtów (2)";3215;1592;1623;485;237;248;1917;1077;840;813;278;535;105;" (2)"
"2607032";"Bodzechów (2)";12758;6254;6504;2033;1074;959;7488;4067;3421;3237;1113;2124;122;" (2)"
"2607043";"Ćmielów (3)";6861;3328;3533;1107;544;563;3975;2200;1775;1779;584;1195;118;" (3)"
"2607053";"Kunów (3)";9334;4563;4771;1564;758;806;5549;3041;2508;2221;764;1457;114;" (3)"
"2607062";"Waśniów (2)";6452;3241;3211;1187;616;571;3716;2070;1646;1549;555;994;112;" (2)"
"2608013";"Działoszyce (3)";4675;2312;2363;720;362;358;2596;1439;1157;1359;511;848;106;" (3)"
"2608022";"Kije (2)";4295;2140;2155;720;361;359;2504;1403;1101;1071;376;695;100;" (2)"
"2608032";"Michałów (2)";4461;2239;2222;820;418;402;2568;1425;1143;1073;396;677;112;" (2)"
"2608043";"Pińczów (3)";19640;9560;10080;3225;1639;1586;11336;6162;5174;5079;1759;3320;213;" (3)"
"2608052";"Złota (2)";4301;2127;2174;658;334;324;2470;1368;1102;1173;425;748;82;" (2)"
"2609011";"Sandomierz (1)";21944;10198;11746;3164;1587;1577;12750;6624;6126;6030;1987;4043;29;" (1)"
"2609022";"Dwikozy (2)";8311;4093;4218;1389;708;681;4859;2666;2193;2063;719;1344;85;" (2)"
"2609033";"Klimontów (3)";7585;3760;3825;1335;698;637;4531;2450;2081;1719;612;1107;99;" (3)"
"2609043";"Koprzywnica (3)";6315;3115;3200;1045;540;505;3726;2008;1718;1544;567;977;69;" (3)"
"2609052";"Łoniów (2)";7231;3609;3622;1297;634;663;4217;2334;1883;1717;641;1076;87;" (2)"
"2609062";"Obrazów (2)";6202;3076;3126;1050;525;525;3617;2002;1615;1535;549;986;72;" (2)"
"2609072";"Samborzec (2)";8197;4049;4148;1383;706;677;4756;2618;2138;2058;725;1333;85;" (2)"
"2609082";"Wilczyce (2)";3494;1753;1741;588;287;301;2059;1141;918;847;325;522;70;" (2)"
"2609093";"Zawichost (3)";4141;2033;2108;722;377;345;2356;1278;1078;1063;378;685;80;" (3)"
"2610011";"Skarżysko-Kamienna (1)";42458;20059;22399;6006;3140;2866;23267;12647;10620;13185;4272;8913;64;" (1)"
"2610022";"Bliżyn (2)";7628;3783;3845;1166;609;557;4541;2527;2014;1921;647;1274;141;" (2)"
"2610032";"Łączna (2)";4967;2465;2502;879;453;426;3052;1678;1374;1036;334;702;62;" (2)"
"2610042";"Skarżysko Kościelne (2)";5589;2743;2846;959;467;492;3239;1817;1422;1391;459;932;53;" (2)"
"2610053";"Suchedniów (3)";9434;4587;4847;1403;716;687;5405;2964;2441;2626;907;1719;75;" (3)"
"2611011";"Starachowice (1)";45684;21629;24055;6509;3320;3189;25284;13803;11481;13891;4506;9385;32;" (1)"
"2611022";"Brody (2)";10347;5150;5197;1771;962;809;6227;3409;2818;2349;779;1570;161;" (2)"
"2611032";"Mirzec (2)";8024;3989;4035;1530;797;733;4684;2573;2111;1810;619;1191;111;" (2)"
"2611042";"Pawłów (2)";14912;7518;7394;3107;1563;1544;8933;4902;4031;2872;1053;1819;137;" (2)"
"2611053";"Wąchock (3)";6457;3140;3317;977;495;482;3690;2048;1642;1790;597;1193;82;" (3)"
"2612012";"Bogoria (2)";7500;3743;3757;1434;732;702;4419;2419;2000;1647;592;1055;123;" (2)"
"2612022";"Łubnice (2)";3979;1959;2020;701;358;343;2289;1254;1035;989;347;642;84;" (2)"
"2612033";"Oleśnica (3)";3802;1888;1914;669;336;333;2295;1263;1032;838;289;549;53;" (3)"
"2612043";"Osiek (3)";7474;3802;3672;1392;715;677;4443;2478;1965;1639;609;1030;129;" (3)"
"2612053";"Połaniec (3)";11190;5533;5657;2078;1063;1015;6585;3552;3033;2527;918;1609;75;" (3)"
"2612062";"Rytwiany (2)";6298;3176;3122;1132;589;543;3759;2096;1663;1407;491;916;125;" (2)"
"2612073";"Staszów (3)";24888;12161;12727;4159;2156;2003;14404;7728;6676;6325;2277;4048;228;" (3)"
"2612083";"Szydłów (3)";4384;2204;2180;758;386;372;2559;1432;1127;1067;386;681;108;" (3)"
"2613012";"Kluczewsko (2)";4973;2549;2424;946;484;462;2974;1675;1299;1053;390;663;137;" (2)"
"2613022";"Krasocin (2)";10270;5205;5065;1961;1044;917;6168;3396;2772;2141;765;1376;193;" (2)"
"2613032";"Moskorzew (2)";2584;1300;1284;406;203;203;1446;808;638;732;289;443;73;" (2)"
"2613042";"Radków (2)";2331;1170;1161;374;193;181;1266;724;542;691;253;438;88;" (2)"
"2613052";"Secemin (2)";4620;2324;2296;808;423;385;2587;1471;1116;1225;430;795;163;" (2)"
"2613063";"Włoszczowa (3)";18882;9287;9595;3306;1733;1573;11011;5967;5044;4565;1587;2978;254;" (3)"
"2661011";"Kielce (1)";185478;86367;99111;29748;15220;14528;105234;54576;50658;50496;16571;33925;110;" (1)"
"2801011";"Bartoszyce (1)";22020;10370;11650;3618;1808;1810;12697;6767;5930;5705;1795;3910;11;" (1)"
"2801021";"Górowo Iławeckie (1)";3738;1776;1962;601;306;295;2141;1161;980;996;309;687;3;" (1)"
"2801032";"Bartoszyce (2)";10275;5190;5085;2024;1057;967;6319;3476;2843;1932;657;1275;428;" (2)"
"2801043";"Bisztynek (3)";5772;2809;2963;999;478;521;3488;1923;1565;1285;408;877;203;" (3)"
"2801052";"Górowo Iławeckie (2)";6220;3212;3008;1136;619;517;3824;2175;1649;1260;418;842;416;" (2)"
"2801063";"Sępopol (3)";5805;2927;2878;1035;569;466;3440;1932;1508;1330;426;904;246;" (3)"
"2802011";"Braniewo (1)";16411;7920;8491;2972;1532;1440;9792;5250;4542;3647;1138;2509;12;" (1)"
"2802022";"Braniewo (2)";5473;2821;2652;1007;502;505;3438;1967;1471;1028;352;676;307;" (2)"
"2802033";"Frombork (3)";3203;1584;1619;514;279;235;1897;1029;868;792;276;516;124;" (3)"
"2802042";"Lelkowo (2)";2465;1241;1224;391;189;202;1546;874;672;528;178;350;198;" (2)"
"2802053";"Pieniężno (3)";5640;2898;2742;860;447;413;3417;1977;1440;1363;474;889;243;" (3)"
"2802062";"Płoskinia (2)";2386;1247;1139;487;266;221;1449;822;627;450;159;291;170;" (2)"
"2802072";"Wilczęta (2)";2656;1354;1302;528;267;261;1563;880;683;565;207;358;148;" (2)"
"2803011";"Działdowo (1)";20520;9823;10697;3700;1911;1789;12003;6321;5682;4817;1591;3226;11;" (1)"
"2803022";"Działdowo (2)";9454;4824;4630;2134;1088;1046;5735;3176;2559;1585;560;1025;273;" (2)"
"2803032";"Iłowo-Osada (2)";6854;3339;3515;1428;722;706;4051;2155;1896;1375;462;913;104;" (2)"
"2803043";"Lidzbark (3)";13437;6585;6852;2590;1293;1297;7925;4321;3604;2922;971;1951;255;" (3)"
"2803052";"Płośnica (2)";5214;2642;2572;990;525;465;3116;1718;1398;1108;399;709;163;" (2)"
"2803062";"Rybno (2)";6817;3441;3376;1429;744;685;4108;2243;1865;1280;454;826;148;" (2)"
"2804012";"Elbląg (2)";7619;3865;3754;1544;786;758;4703;2574;2129;1372;505;867;192;" (2)"
"2804022";"Godkowo (2)";2772;1391;1381;510;245;265;1641;915;726;621;231;390;167;" (2)"
"2804032";"Gronowo Elbląskie (2)";4881;2458;2423;988;500;488;2956;1633;1323;937;325;612;89;" (2)"
"2804042";"Markusy (2)";3916;2026;1890;814;420;394;2447;1380;1067;655;226;429;110;" (2)"
"2804052";"Milejewo (2)";3303;1724;1579;680;360;320;2050;1150;900;573;214;359;96;" (2)"
"2804063";"Młynary (3)";4212;2121;2091;765;398;367;2607;1442;1165;840;281;559;158;" (3)"
"2804073";"Pasłęk (3)";18617;9185;9432;3499;1808;1691;11030;6011;5019;4088;1366;2722;264;" (3)"
"2804082";"Rychliki (2)";3564;1803;1761;663;349;314;2115;1204;911;786;250;536;132;" (2)"
"2804093";"Tolkmicko (3)";6084;3052;3032;1076;555;521;3625;1998;1627;1383;499;884;208;" (3)"
"2805011";"Ełk (1)";60248;28808;31440;11727;5953;5774;36019;18923;17096;12502;3932;8570;21;" (1)"
"2805022";"Ełk (2)";12108;6172;5936;2523;1281;1242;7583;4205;3378;2002;686;1316;380;" (2)"
"2805032";"Kalinowo (2)";6242;3299;2943;1188;641;547;3855;2206;1649;1199;452;747;284;" (2)"
"2805042";"Prostki (2)";6792;3462;3330;1376;699;677;4171;2337;1834;1245;426;819;231;" (2)"
"2805052";"Stare Juchy (2)";3381;1727;1654;545;278;267;2108;1196;912;728;253;475;197;" (2)"
"2806011";"Giżycko (1)";27978;13247;14731;4659;2321;2338;16261;8701;7560;7058;2225;4833;14;" (1)"
"2806042";"Giżycko (2)";8542;4313;4229;1662;850;812;5259;2905;2354;1621;558;1063;296;" (2)"
"2806052";"Kruklanki (2)";3003;1528;1475;599;301;298;1799;1018;781;605;209;396;202;" (2)"
"2806062";"Miłki (2)";3513;1751;1762;664;319;345;2119;1175;944;730;257;473;170;" (2)"
"2806083";"Ryn (3)";5470;2736;2734;961;498;463;3290;1835;1455;1219;403;816;205;" (3)"
"2806102";"Wydminy (2)";5903;2962;2941;1080;573;507;3546;1977;1569;1277;412;865;233;" (2)"
"2807011";"Iława (1)";32525;15512;17013;5726;2919;2807;18531;9832;8699;8268;2761;5507;22;" (1)"
"2807021";"Lubawa (1)";10622;5166;5456;2338;1210;1128;6337;3347;2990;1947;609;1338;17;" (1)"
"2807032";"Iława (2)";13183;6711;6472;3116;1640;1476;8107;4352;3755;1960;719;1241;424;" (2)"
"2807043";"Kisielice (3)";5617;2875;2742;1145;598;547;3328;1862;1466;1144;415;729;173;" (3)"
"2807052";"Lubawa (2)";10364;5306;5058;2362;1238;1124;6255;3461;2794;1747;607;1140;236;" (2)"
"2807063";"Susz (3)";11964;5989;5975;2505;1269;1236;7168;3922;3246;2291;798;1493;259;" (3)"
"2807073";"Zalewo (3)";6287;3173;3114;1119;578;541;3839;2150;1689;1329;445;884;254;" (3)"
"2808011";"Kętrzyn (1)";25933;12293;13640;4297;2200;2097;14667;7852;6815;6969;2241;4728;10;" (1)"
"2808022";"Barciany (2)";5699;2883;2816;1038;537;501;3426;1928;1498;1235;418;817;295;" (2)"
"2808032";"Kętrzyn (2)";7703;3863;3840;1553;763;790;4723;2612;2111;1427;488;939;285;" (2)"
"2808043";"Korsze (3)";8983;4482;4501;1592;807;785;5471;3080;2391;1920;595;1325;250;" (3)"
"2808053";"Reszel (3)";6772;3288;3484;1055;548;507;3935;2185;1750;1782;555;1227;179;" (3)"
"2808062";"Srokowo (2)";3476;1739;1737;574;293;281;2127;1196;931;775;250;525;194;" (2)"
"2809011";"Lidzbark Warmiński (1)";14780;6994;7786;2440;1271;1169;8573;4561;4012;3767;1162;2605;14;" (1)"
"2809022";"Kiwity (2)";3155;1587;1568;613;294;319;1919;1073;846;623;220;403;145;" (2)"
"2809032";"Lidzbark Warmiński (2)";6440;3285;3155;1205;612;593;4020;2244;1776;1215;429;786;373;" (2)"
"2809042";"Lubomino (2)";3392;1742;1650;721;373;348;2006;1138;868;665;231;434;149;" (2)"
"2809053";"Orneta (3)";11156;5442;5714;1955;1000;955;6519;3546;2973;2682;896;1786;244;" (3)"
"2810011";"Mrągowo (1)";21046;10013;11033;3525;1790;1735;12395;6583;5812;5126;1640;3486;15;" (1)"
"2810023";"Mikołajki (3)";7543;3704;3839;1228;649;579;4567;2472;2095;1748;583;1165;256;" (3)"
"2810032";"Mrągowo (2)";8027;3982;4045;1571;806;765;5033;2699;2334;1423;477;946;295;" (2)"
"2810042";"Piecki (2)";7266;3637;3629;1360;710;650;4462;2421;2041;1444;506;938;314;" (2)"
"2810052";"Sorkwity (2)";4442;2230;2212;870;452;418;2755;1523;1232;817;255;562;185;" (2)"
"2811012";"Janowiec Kościelny (2)";2965;1512;1453;589;289;300;1755;994;761;621;229;392;136;" (2)"
"2811022";"Janowo (2)";2530;1259;1271;510;259;251;1467;810;657;553;190;363;192;" (2)"
"2811032";"Kozłowo (2)";5476;2839;2637;1110;569;541;3366;1913;1453;1000;357;643;254;" (2)"
"2811043";"Nidzica (3)";19936;9760;10176;3550;1853;1697;11926;6466;5460;4460;1441;3019;379;" (3)"
"2812011";"Nowe Miasto Lubawskie (1)";10366;4904;5462;1895;945;950;6053;3195;2858;2418;764;1654;11;" (1)"
"2812022";"Biskupiec (2)";8774;4444;4330;1763;895;868;5275;2935;2340;1736;614;1122;242;" (2)"
"2812032";"Grodziczno (2)";5985;3042;2943;1338;673;665;3516;1965;1551;1131;404;727;154;" (2)"
"2812042";"Kurzętnik (2)";8959;4473;4486;2075;1085;990;5242;2789;2453;1642;599;1043;149;" (2)"
"2812052";"Nowe Miasto Lubawskie (2)";8389;4293;4096;1937;1028;909;5087;2780;2307;1365;485;880;138;" (2)"
"2813032";"Kowale Oleckie (2)";4621;2374;2247;871;435;436;2801;1626;1175;949;313;636;251;" (2)"
"2813043";"Olecko (3)";21256;10390;10866;4066;2109;1957;12447;6673;5774;4743;1608;3135;267;" (3)"
"2813052";"Świętajno (2)";3409;1772;1637;643;334;309;2072;1200;872;694;238;456;215;" (2)"
"2813062";"Wieliczki (2)";3193;1644;1549;624;314;310;1961;1117;844;608;213;395;141;" (2)"
"2814013";"Barczewo (3)";18157;9059;9098;3655;1856;1799;11026;5977;5049;3476;1226;2250;320;" (3)"
"2814023";"Biskupiec (3)";17989;8672;9317;3244;1623;1621;10778;5763;5015;3967;1286;2681;290;" (3)"
"2814033";"Dobre Miasto (3)";15214;7444;7770;2798;1411;1387;9006;4907;4099;3410;1126;2284;259;" (3)"
"2814042";"Dywity (2)";13203;6472;6731;2803;1412;1391;8134;4238;3896;2266;822;1444;161;" (2)"
"2814052";"Gietrzwałd (2)";6838;3410;3428;1427;733;694;4135;2217;1918;1276;460;816;172;" (2)"
"2814063";"Jeziorany (3)";7125;3514;3611;1271;668;603;4323;2351;1972;1531;495;1036;211;" (3)"
"2814072";"Jonkowo (2)";7693;3915;3778;1593;842;751;4784;2595;2189;1316;478;838;169;" (2)"
"2814082";"Kolno (2)";2818;1433;1385;486;271;215;1714;962;752;618;200;418;179;" (2)"
"2814093";"Olsztynek (3)";13239;6462;6777;2459;1246;1213;7959;4273;3686;2821;943;1878;372;" (3)"
"2814102";"Purda (2)";8886;4425;4461;1856;941;915;5481;2940;2541;1549;544;1005;317;" (2)"
"2814112";"Stawiguda (2)";14027;6888;7139;3630;1861;1769;8712;4412;4300;1685;615;1070;223;" (2)"
"2814122";"Świątki (2)";3746;1883;1863;760;392;368;2315;1284;1031;671;207;464;164;" (2)"
"2815011";"Ostróda (1)";31862;15038;16824;5397;2747;2650;18389;9613;8776;8076;2678;5398;14;" (1)"
"2815022";"Dąbrówno (2)";3969;2051;1918;774;397;377;2396;1363;1033;799;291;508;166;" (2)"
"2815032";"Grunwald (2)";5160;2587;2573;1121;553;568;3088;1724;1364;951;310;641;180;" (2)"
"2815042";"Łukta (2)";4432;2241;2191;895;455;440;2741;1510;1231;796;276;520;186;" (2)"
"2815052";"Małdyty (2)";5825;2945;2880;1143;570;573;3460;1953;1507;1222;422;800;189;" (2)"
"2815063";"Miłakowo (3)";5084;2541;2543;915;451;464;3079;1717;1362;1090;373;717;158;" (3)"
"2815073";"Miłomłyn (3)";4819;2406;2413;936;491;445;2900;1591;1309;983;324;659;161;" (3)"
"2815083";"Morąg (3)";23453;11588;11865;4518;2338;2180;13738;7583;6155;5197;1667;3530;311;" (3)"
"2815092";"Ostróda (2)";15993;8087;7906;3333;1700;1633;9791;5377;4414;2869;1010;1859;401;" (2)"
"2816013";"Biała Piska (3)";10688;5401;5287;2068;1055;1013;6566;3641;2925;2054;705;1349;420;" (3)"
"2816023";"Orzysz (3)";8466;4271;4195;1532;798;734;5107;2815;2292;1827;658;1169;363;" (3)"
"2816033";"Pisz (3)";26345;13041;13304;4957;2572;2385;15950;8702;7248;5438;1767;3671;634;" (3)"
"2816043";"Ruciane-Nida (3)";7447;3624;3823;1208;632;576;4329;2365;1964;1910;627;1283;358;" (3)"
"2817011";"Szczytno (1)";22299;10620;11679;3556;1857;1699;12854;6885;5969;5889;1878;4011;11;" (1)"
"2817022";"Dźwierzuty (2)";5964;3007;2957;1053;516;537;3702;2086;1616;1209;405;804;263;" (2)"
"2817032";"Jedwabno (2)";3458;1735;1723;637;328;309;2131;1184;947;690;223;467;312;" (2)"
"2817043";"Pasym (3)";5066;2526;2540;930;482;448;3106;1679;1427;1030;365;665;149;" (3)"
"2817052";"Rozogi (2)";5272;2709;2563;1081;545;536;3311;1881;1430;880;283;597;224;" (2)"
"2817062";"Szczytno (2)";13372;6719;6653;3061;1554;1507;8279;4459;3820;2032;706;1326;346;" (2)"
"2817072";"Świętajno (2)";5422;2759;2663;993;534;459;3242;1805;1437;1187;420;767;280;" (2)"
"2817083";"Wielbark (3)";6306;3221;3085;1369;706;663;3897;2162;1735;1040;353;687;348;" (3)"
"2818012";"Banie Mazurskie (2)";3330;1702;1628;490;263;227;2015;1140;875;825;299;526;205;" (2)"
"2818022";"Dubeninki (2)";2690;1347;1343;500;251;249;1541;864;677;649;232;417;205;" (2)"
"2818033";"Gołdap (3)";19388;9588;9800;4025;2078;1947;11565;6263;5302;3798;1247;2551;362;" (3)"
"2819012";"Budry (2)";2609;1322;1287;437;212;225;1577;900;677;595;210;385;175;" (2)"
"2819022";"Pozezdrze (2)";2995;1509;1486;507;249;258;1808;1036;772;680;224;456;177;" (2)"
"2819033";"Węgorzewo (3)";15656;7728;7928;2670;1407;1263;9049;5008;4041;3937;1313;2624;341;" (3)"
"2861011";"Elbląg (1)";114401;54572;59829;18788;9733;9055;66585;35340;31245;29028;9499;19529;80;" (1)"
"2862011";"Olsztyn (1)";169251;78789;90462;28821;14971;13850;99893;50820;49073;40537;12998;27539;88;" (1)"
"3001011";"Chodzież (1)";17851;8444;9407;2930;1516;1414;10213;5386;4827;4708;1542;3166;13;" (1)"
"3001023";"Budzyń (3)";8354;4219;4135;1767;923;844;5018;2785;2233;1569;511;1058;209;" (3)"
"3001032";"Chodzież (2)";6050;3032;3018;1293;661;632;3703;2000;1703;1054;371;683;213;" (2)"
"3001043";"Margonin (3)";6328;3200;3128;1368;743;625;3747;2021;1726;1213;436;777;123;" (3)"
"3001053";"Szamocin (3)";7230;3599;3631;1417;727;690;4447;2403;2044;1366;469;897;127;" (3)"
"3002011";"Czarnków (1)";10218;4942;5276;1769;945;824;5726;3055;2671;2723;942;1781;10;" (1)"
"3002022";"Czarnków (2)";11134;5645;5489;2411;1234;1177;6751;3717;3034;1972;694;1278;346;" (2)"
"3002032";"Drawsko (2)";5624;2809;2815;1094;569;525;3362;1836;1526;1168;404;764;163;" (2)"
"3002043";"Krzyż Wielkopolski (3)";8375;4148;4227;1574;814;760;4950;2693;2257;1851;641;1210;174;" (3)"
"3002052";"Lubasz (2)";7558;3821;3737;1651;884;767;4558;2440;2118;1349;497;852;167;" (2)"
"3002062";"Połajewo (2)";6051;3105;2946;1301;709;592;3663;2006;1657;1087;390;697;142;" (2)"
"3002073";"Trzcianka (3)";23705;11621;12084;4713;2425;2288;13874;7447;6427;5118;1749;3369;374;" (3)"
"3002083";"Wieleń (3)";11920;5983;5937;2226;1166;1060;6955;3832;3123;2739;985;1754;430;" (3)"
"3003011";"Gniezno (1)";64916;30971;33945;11595;5993;5602;37144;19618;17526;16177;5360;10817;41;" (1)"
"3003023";"Czerniejewo (3)";7213;3625;3588;1622;867;755;4203;2276;1927;1388;482;906;112;" (3)"
"3003032";"Gniezno (2)";13800;6881;6919;3634;1856;1778;8215;4331;3884;1951;694;1257;178;" (2)"
"3003042";"Kiszkowo (2)";5206;2620;2586;1084;552;532;3071;1691;1380;1051;377;674;114;" (2)"
"3003053";"Kłecko (3)";7265;3642;3623;1553;806;747;4291;2344;1947;1421;492;929;132;" (3)"
"3003062";"Łubowo (2)";7051;3508;3543;1685;867;818;4154;2198;1956;1212;443;769;114;" (2)"
"3003072";"Mieleszyn (2)";3719;1865;1854;796;407;389;2261;1215;1046;662;243;419;99;" (2)"
"3003082";"Niechanowo (2)";5972;2987;2985;1384;703;681;3528;1911;1617;1060;373;687;105;" (2)"
"3003093";"Trzemeszno (3)";13923;6924;6999;2910;1476;1434;8065;4359;3706;2948;1089;1859;175;" (3)"
"3003103";"Witkowo (3)";13101;6463;6638;2674;1412;1262;7711;4110;3601;2716;941;1775;185;" (3)"
"3004013";"Borek Wielkopolski (3)";7151;3618;3533;1422;761;661;4259;2323;1936;1470;534;936;128;" (3)"
"3004023";"Gostyń (3)";27943;13637;14306;5642;2927;2715;16301;8682;7619;6000;2028;3972;137;" (3)"
"3004033";"Krobia (3)";12687;6322;6365;2608;1382;1226;7644;4088;3556;2435;852;1583;130;" (3)"
"3004042";"Pępowo (2)";5794;2939;2855;1208;639;569;3431;1884;1547;1155;416;739;86;" (2)"
"3004052";"Piaski (2)";8332;4186;4146;1777;920;857;4996;2726;2270;1559;540;1019;100;" (2)"
"3004063";"Pogorzela (3)";4697;2355;2342;987;527;460;2816;1518;1298;894;310;584;97;" (3)"
"3004073";"Poniec (3)";7592;3736;3856;1615;800;815;4476;2429;2047;1501;507;994;132;" (3)"
"3005012";"Granowo (2)";5021;2502;2519;1162;582;580;2999;1616;1383;860;304;556;67;" (2)"
"3005023";"Grodzisk Wielkopolski (3)";20367;10078;10289;4382;2277;2105;12223;6485;5738;3762;1316;2446;133;" (3)"
"3005032";"Kamieniec (2)";6237;3139;3098;1359;684;675;3694;2021;1673;1184;434;750;133;" (2)"
"3005043";"Rakoniewice (3)";13197;6591;6606;3025;1511;1514;7880;4268;3612;2292;812;1480;201;" (3)"
"3005053";"Wielichowo (3)";6713;3361;3352;1471;749;722;3977;2155;1822;1265;457;808;108;" (3)"
"3006013";"Jaraczewo (3)";7741;3747;3994;1655;797;858;4540;2413;2127;1546;537;1009;133;" (3)"
"3006023";"Jarocin (3)";45611;22037;23574;9134;4715;4419;26511;14047;12464;9966;3275;6691;200;" (3)"
"3006032";"Kotlin (2)";7051;3490;3561;1484;761;723;4182;2258;1924;1385;471;914;84;" (2)"
"3006043";"Żerków (3)";9832;4941;4891;1951;1010;941;5920;3237;2683;1961;694;1267;170;" (3)"
"3007012";"Blizanów (2)";10135;4932;5203;2098;1031;1067;6081;3220;2861;1956;681;1275;158;" (2)"
"3007022";"Brzeziny (2)";5751;2822;2929;1191;576;615;3448;1855;1593;1112;391;721;127;" (2)"
"3007032";"Ceków-Kolonia (2)";4781;2382;2399;1013;521;492;2756;1497;1259;1012;364;648;88;" (2)"
"3007042";"Godziesze Wielkie (2)";10028;5020;5008;2177;1162;1015;6073;3236;2837;1778;622;1156;105;" (2)"
"3007053";"Koźminek (3)";7377;3665;3712;1468;733;735;4453;2426;2027;1456;506;950;89;" (3)"
"3007062";"Lisków (2)";5207;2507;2700;967;474;493;3021;1617;1404;1219;416;803;76;" (2)"
"3007072";"Mycielin (2)";4705;2338;2367;890;442;448;2818;1529;1289;997;367;630;111;" (2)"
"3007083";"Opatówek (3)";10704;5216;5488;2072;1027;1045;6357;3402;2955;2275;787;1488;104;" (3)"
"3007093";"Stawiszyn (3)";6817;3331;3486;1260;636;624;4062;2189;1873;1495;506;989;78;" (3)"
"3007102";"Szczytniki (2)";7616;3805;3811;1488;766;722;4573;2476;2097;1555;563;992;110;" (2)"
"3007112";"Żelazków (2)";9619;4754;4865;1966;1029;937;5762;3087;2675;1891;638;1253;114;" (2)"
"3008012";"Baranów (2)";8250;4148;4102;1734;889;845;5067;2749;2318;1449;510;939;74;" (2)"
"3008022";"Bralin (2)";6117;3108;3009;1321;728;593;3699;1982;1717;1097;398;699;85;" (2)"
"3008033";"Kępno (3)";24427;11878;12549;4667;2411;2256;14436;7638;6798;5324;1829;3495;124;" (3)"
"3008042";"Łęka Opatowska (2)";5195;2622;2573;1075;556;519;3180;1736;1444;940;330;610;78;" (2)"
"3008052";"Perzów (2)";3794;1878;1916;714;351;363;2369;1281;1088;711;246;465;75;" (2)"
"3008062";"Rychtal (2)";3674;1817;1857;688;340;348;2199;1212;987;787;265;522;97;" (2)"
"3008072";"Trzcinica (2)";4916;2423;2493;966;476;490;2979;1618;1361;971;329;642;75;" (2)"
"3009011";"Koło (1)";20064;9328;10736;3279;1647;1632;11153;5863;5290;5632;1818;3814;14;" (1)"
"3009022";"Babiak (2)";7473;3776;3697;1404;753;651;4550;2495;2055;1519;528;991;134;" (2)"
